source,page,year_of_occurrence,village_in_source,village,latitude,longitude,spontaneous/ formullaic,mari,translation_Russian,translation_German,translation_Latin,mari_marker,copula / retrospective marker,use,modal / non-modal,complement,semantics,modality type (vAP),modality type (descriptive categories),negation,question (true question),overt subject (who needs/ has to/ can),case of overt subject (who needs/ has to/ can),animacy,counted in corpus,counted in subcorpus,(im)personality
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous," BNI : šalga , stöl tə̈r gə̈cə̈n karangə̑n ə̈nde ... karangə̑n ... kə̑ce manšaš ?.","Стоит, отошла от края стола, теперь... отошла... как сказать?",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous," VKA : marlažə̑ manšaš gə̈n'ə̈ , ti xala ə̑lə̑n pervižə̈ rušə̑n xala .","Если сказать по-марийски, этот город [Козьмодемьянск] был сначала русский город.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous," kə̑ce manšaš , sovr'em'ennə̑j.","Как сказать, современный.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous," VKA : mä istor'ikvlä ana ə̑l , tak šajə̑štə̑na kə̑ce manšaš ... tə̈xen' jə̈lmə̈ don .","Мы не историки, так говорим, как сказать... на таком языке.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,VKA : tidə̈m ved kə̑ce manšaš ?.,Это ведь как сказать?,NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous," VKA : Вот - вот - вот < VSP : да >, teve ti tomavlä ведь давно уже , kə̑ce manšaš , xoz'ainvlä ulə̑ .","Вот-вот-вот <VSP: да>, вот эти дома ведь давно уже, как сказать, хозяева есть.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a jesl'i iktät ak čučep gə̈n'ə̈ , uže r'iskujə̑mə̑la kə̑rgə̑žmə̑la ə̑lə̑n tengeok , ma , tə̈də̈, ma, pandə̑vlälän mə̈ngeš kə̑rgə̑žmə̑la ə̑lə̑n tə̈škə̈lä, kə̑ce manšaš, pə̑t'unga l'in'im vanžen kemə̈lä.","А если никто не попадет, уже надо рисковать, надо было бежать так же, это, тот, это, за палками обратно надо было бежать туда, как сказать, линию петюнги надо было пересечь.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tə̈štäken tožə̑ l'in'i ə̑lə̑n, gran'icä manšaš, vot , čerta .","Там тоже линия была, граница, так сказать, вот, черта.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"akparsšə̑ ... piš ə̑šan ... sm'elə̑j ə̑lə̑n ... sedə̈ndono kə̈zə̈tät akparsə̑m mänmän ... kə̑ce manšaš ... uvažajat , äštät ... .","А Акпарс был очень умный и смелый, поэтому и сейчас Акпарса у нас... как сказать... уважают, помнят…",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"texen'ə̈ cilän veselän , kə̑ce manšaš, licäštə̈ , licäštə̈ agə̑l , kə̑ce ... .","Такое всё веселье, как сказать, на лице, не на лице, как... .",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tə̈žem ə̈ndekš šüdə̈ ə̈ndekš lu ə̈ndekšə̈mšə̈ in, manšaš, ə̑lə̑n .","В 1999 году, как бы сказать, было.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vara kud lušə̑ ivlän eče eksp'ed'icivlä v'id'imə̑ kaštə̑nə̑t , no uže kə̈čälə̈nə̈t pə̑deštären, kə̑ce manšaš .","Потом в шестидесятых годах ещё экспедиции, видимо, ездили, но уже искали, взрывая, как сказать.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"eče , по-моему , ukšvlä loškə̑žə̑ eče daže zeml'äm , šunə̑m opta , štobə̑ pə̈žäšə̈žə̈ более plotnə̑j manšaš ližə̈ ","Еще, по-моему, среди ветвей еще укладывает землю, глину, чтобы гнездо стало более плотным, так сказать.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"karakə̑n pə̈žäš открытый ... pačmə̑, manšaš , pačmə̑ pə̈žäš .","Гнездо грача открытое... открытое, как сказать, открытое гнездо.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tak, vujə̑štə̑žə̑ kə̑ce manšaš tə̈rlə̈män ... vot kə̑ce manalteš, am pälə̈ , kon'ešnə̑ , i oksa , tə̑gə̑də̑ oksam kə̑čə̑mə̑ кажется, texen'ə̈ polosažə̑ , kə̑ce manalteš ... .","Так, на голове в общем есть что-то такое с вышивкой... вот как называется, не знаю, конечно, и монеты прикреплены, кажется, такая полоска, как называется…",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ongə̑štə̑štə̑ ... šervlä kečät , ečežə̈ anzə̑lvač, manšaš , kə̑rə̑k marə̑n gan'ok , texen'ə̈ küšnə̈ dä ülnə̈žät kečä anzə̑lvač.","У них на груди висят бусы, а еще есть, так сказать, фартук, похожий на горномарийский, висит сверху вниз фартук.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ik kesə̈ tə̈rə̈m tə̈rlä , vesə̈ ... как же ... флейта или чего ... kə̑ce manšaš ... trubaškə̑ šišken šə̈nzä.","Один козленок вышивает, другой... как же... флейта или чего... как сказать... сидит свистит в трубу.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kə̑nam mižgem dono telə̈m kaštat, mižgem vet , e , jə̈rgeškə̈räk pə̑ndaštə̑žə̑ manšaš , pingə̈də̈ , to jest' kaštaš piš udobnok agə̑l mižgem don .","Когда в валенках зимой ходишь, валенки ведь, э, округлая подошва, так сказать, твердая, то есть ходить не очень удобно в валенках.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tak , ajə̑rla , ajə̑rla , kə̑šecə̈n ajə̑rla ... olə̑m gə̈c manšaš ... olə̑m gə̈cə̈n uže ajə̑rla, vara tə̈ kə̈ltevläm , jə̈tə̈nə̈m , stanžə̑ kə̑ce manalteš ə̑l'ə̑ väl?","Так, отходит, отходит, откуда отходит... от соломы, что ли, сказать... уже отделяется от соломы, потом эти снопы, лен, станок, как назывался?",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"staneš šit, manšaš , то есть jə̈tə̈n kə̈ltevläm texen' r'ejkə̑ dono šit ,tə̑gə̑demdät .","На станке молотят, так сказать, что ли, то есть льняные снопы такой рейкой молотят, измельчают.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"koklə̑ və̈zə̈mšə̈ martə̑n äpšät-peläkə̈štə̈ , kə̑ce manšaš , provody ruskoj z'imym ertärenə̈t.","25-го марта в Апшак-Пеляке, как сказать, провели проводы русской зимы.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kok val särnä , i r'ez'inə̑və̑j mavlä , kə̑ce manšaš , nu kə̑celä manmə̑la , r'ez'inə̑və̑j pal'ecvlä tožə̑ texen' šalgat .","Два вала вращаются, и резиновые что, как сказать, тоже такие резиновые пальцы стоят.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kə̑nam kängə̈žə̈m piš rovotajat , особенно вот pistə̈ peledə̈š peledmə̈ godə̑m kečə̈ mə̑č, kečə̈ läkmə̈ gə̈cə̈n , kečə̈ šə̈cmeškə̈ rovotajat , organ'izm mükšvlän jə̈le port'alteš manšaš изнашивается .","Когда летом работают очень, особенно вот во время цветения липы целый день, с восхода солнца до захода солнца работают, организм пчел быстро портится, изнашивается.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tidə̈ как бы f'irm'ennə̑j bl'udem , manšaš .","Это как бы мое фирменное блюдо, так сказать.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vot , a mämnäžə̈n nu iziš uže sovr'em'ennə̑jrak süän ə̑lə̑n , manšaš , nu sola süän ə̑lə̑n , ik toma gə̈c ... ik sola gə̈c ves solaš kaštə̑nna .","Вот, а у нас ну немножко уже посовременней была свадьба, так сказать, ну деревенская свадьба была, из одного дома... из одной деревни в другую деревню ездили.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tə̑men'šə̈vlä, manšaš, x'im'ikvlä tə̈štə̈ mə̈n'ə̈m rovotaš pə̑rtevə̈.","В ученики, так сказать, в химики меня туда приняли на работу.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"i narod ə̈läšet öpät' tumajenə̈t , pakə̑la tidə̈, kə̑ce manšaš, požar, požarə̑n kodšə̑žə̑m postaren šalgə̑delə̑t ","Народ снова, чтобы жить, думал, далее, это, как сказать, то, что осталось от пожара, не собирали",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"no cerkə̈nä mämnän tidə̈ ... so služba erten , ti cerkə̈štə̈ n'igə̑namat ... šag ... kə̑ce manšaš , ə̈n'e službade ə̑lte.","Но церковь эта наша... всё время служба проходила, в этой церкви никогда... как сказать, значит, без службы не обходилось.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"no , tə̈nämžə̈ kon'ešnə̑, kə̑ce manšaš , mükšə̈m urdašə̑žə̑ может быть и kuštə̑lgə̑rakat ə̑lə̑n, p'esokə̑mat näläš lieš ə̑l'ə̑ , p'esok donžat pukšə̑mə̑la kon'ešnə̑ mükšə̈m.","Но тогда, конечно, как сказать, держать пчел, может быть, и полегче было, и сахар можно было купить [зимнюю подкормку], и сахаром нужно, конечно, кормить пчел.",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"šarpanə̑m tə̈rlenə̈t , kə̑ce manšaš ... .","Вышивали шарпан, как сказать…",NA,NA,šaš,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ves väreläät ške tuan pə̈zə̈knə̑r školə̑m lə̈mleštärät , manmə̑la.","И в других местах свою родную кузнецовскую школу прославляют, надо сказать.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kü irok jə̈de xə̑nalaš keä , tə̈də̈ mudrə̑ ə̈štä manmə̑la , ə̑šan lieš.","Кто ходит в гости по утрам, тот поступает мудро, надо сказать, становится умным.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tə̈ veremän gran'icä ves mongə̑r gə̈cə̈n kə̑rgə̑ž kemlä , madə̑š pol'e mə̑čkə̑ manmə̑la ves gran'icä jakte . ","В это время с другой стороны границы надо выбежать, через игровое поле, как говорится, до другой границы.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"koklə̑ və̈c i ikväreš ə̈lə̈mə̈ paštek tamaxan', nu , semn'äštə̈ marə̑-vätə̈ jažon ə̈lät gə̈n'ə̈, t'et'ävläm šotan anžen kuštat gə̈n'ə̈ , šukə̑ ikväreš ə̈lät gə̈n'ə̈ , nə̈nə̈län konkurs semə̈n' manmə̑la , на конкурсной основе m'edal'ə̑m puat.","После 25 лет совместной жизни, такой-то, ну, в семье если муж с женой хорошо живет, если воспитали достойных детей, если
долго совместно живут, им по конкурсу, как говорят, на конкурсной основе, вручают медаль.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tə̈štə̈ jesl'i ak kə̑čep gə̈n'ə̈ , ken ... ken vactat gə̈n'ə̈ , ma, nə̈nə̈ kodə̑t tengeok koktə̑nok, il'i šketšok kodeš , mam ə̈štä , kə̑ce manmə̑la .","Там если не поймают, если уронят, это, они остаются также вдвоем, или один остается, что делает, как сказать.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kok val särnä , i r'ez'inə̑və̑j mavlä , kə̑ce manšaš , nu kə̑celä manmə̑la , r'ez'inə̑və̑j pal'ecvlä tožə̑ texen' šalgat .","Два вала вращаются, и резиновые что, как сказать, тоже такие резиновые пальцы стоят.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,yes,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vara cerkə̈ gə̈cə̈n cilä ugoš'en'i , kostenec marla manmə̑lažə̑ , bat'uška osv'eš'äjä , vara keät mə̑giläškə̈ i cilä pokojn'ikə̈ m pukšen, jükten kodat .","Потом из церкви все угощения, по-марийски ""гостинцы"", батюшка освящает, потом идут на кладбище и всех покойников
накормят, напоят.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"obš'ij uže texen'ə̈ , itogšə̑ , manmə̑la .","Общая уже такая, итог, так сказать.",NA,NA,mə̑la,,discourse (choice of expression),non-modal,man 'say',discourse,NA,discourse,0,no,no,,,not counted,,
Beke 1951,317-319,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,"ät'än ävän t'et'ä limeškə̈, ätän ävän t'et'ä limeškə̈, kukun igə̈ lišäš ə̑l'ə̑. ",NA,"Lieber als das Kind meines Vaters, meiner Mutter zu werden,
Lieber als das Kind meines Vaters, meiner Mutter zu werden. Wäre ich das- Junge des Kuckucks geworden.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,317-319,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,šošə̑m tolšašat šə̈žə̈m kešäš ə̑l'ə̑.,NA,"Im Frühling wäre ich gekommen, im Herbst wäre ich gegangen.",NA,šaš,,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,317-319,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,šošə̑m tolšašat šə̈žə̈m kešäš ə̑l'ə̑.,NA,"Im Frühling wäre ich gekommen, im Herbst wäre ich gegangen.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,317-319,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,"Ə̈zäk šol'ak limeškə̈žə̈ šə̈ŋgə̈rtə̈š igə̈ lišäš ə̑l'ə̑,",NA,"Lieber ails ein Bruder zu werden,
Lieber als ein Bruder zu werden,
Wäre ich das Junge des Stars geworden, ",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,317-319,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,irok jə̈de mə̑ršaš ə̑l'ə̑,NA,Ich hätte jeden Morgen gesungen.,NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,320-321,1916–1918,Cumanovo,Tyumanovo,56.167664,46.701822,song,"ät'än ävän limeškə̈žə̈, kuku igə̈ lišäš ə̑l'ə̑. ",NA,"Statt [das Kind] meines Vaters, meiner Mutter zu sein, Wäre ich lieber das Junge des Kuckucks) geworden.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,320-321,1916–1918,Cumanovo,Tyumanovo,56.167664,46.701822,song,Ə̈zän šol'an limeškə̈žə̈ šə̈žvə̈k igə̈ lišäš ə̑l'ə̑,NA,"Statt meinen Brüdern [zu gehören],
Wäre ich [lieber] das Junge der Nachtigall geworden.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,320-321,1916–1918,Cumanovo,Tyumanovo,56.167664,46.701822,spontaneous,"saltakeš kemə̈ godə̑m mə̑ra: ät'än ävän ergə̈ lišäš agə̑l, kuku igə̈ lišäš ə̑l'ə̑. Kuku saltakeš ak ke",NA,(Er singt es beim Einrückern. Er hätte nicht als Sohn seiner Eltern geboren werden sollen. Er hätte eher als Kuckucksjunge geboren werden sollen. Der Kuckuck muss nicht Soldat werden.),NA,šaš,,predicate,modal,V,optative,,preference,1,no,no,,,not counted,,
Beke 1951,320-321,1916–1918,Cumanovo,Tyumanovo,56.167664,46.701822,spontaneous,"saltakeš kemə̈ godə̑m mə̑ra: ät'än ävän ergə̈ lišäš agə̑l, kuku igə̈ lišäš ə̑l'ə̑. Kuku saltakeš ak ke",NA,(Er singt es beim Einrückern. Er hätte nicht als Sohn seiner Eltern geboren werden sollen. Er hätte eher als Kuckucksjunge geboren werden sollen. Der Kuckuck muss nicht Soldat werden.),NA,šaš,ə̑l'ə̑,predicate,modal,V,optative,,preference,0,no,no,,,not counted,,
Beke 1951,323-325,1916–1918,Archipkinoj.,Arkhipkino (now part of Chetnaevo),56.263572,46.607687,song,"ät'än ergə̈ limešketšə̈, ät'än ergə̈ limešketšə̈, šim alaša lišäš ə̑l'ə̑. ",NA,"[Lieber] als der Sohn meines Vaters,
[Lieber] als der Sohn meines Vaters,
Wäre ich ein schwarzer Wallach geworden,",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,323-325,1916–1918,Archipkinoj.,Arkhipkino (now part of Chetnaevo),56.263572,46.607687,song,"šim alaša lišäš ə̑l'ə̑, jarmə̑ŋka gə̈c jarmə̑ŋkaškə̑ kecken kaštə̑št ə̑l'ə̑.",NA,"Wäre ich ein schwarzer Wallach geworden, Und wäre man [lieber mit mir] Von Jahrmarkt zu Jahrmarkt gezogen.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,323-325,1916–1918,Archipkinoj.,Arkhipkino (now part of Chetnaevo),56.263572,46.607687,song,"ävän ergə̈ limešketšə̈, ävän ergə̈ limešketšə̈, šim də̑lə̑p lišäš ə̑l'ə̑, ",NA,"[Lieber] als der Sohn meiner Mutter, [Lieber] als dleT Sohn meiner Mut'ter, Wäre ich ein schwarzer Pelz geworden, ",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,323-325,1916–1918,Archipkinoj.,Arkhipkino (now part of Chetnaevo),56.263572,46.607687,song,šim də̑lə̑p lišäš ə̑l'ə̑. ü ärn'ä gə̈c ü ärn'äškə̈ čien kaštə̑št ə̑l'ə̑. ,NA,"Wäre ich ein schwarzer Pelz geworden,
Und hätte man mich lieber angezogen Und [in mir] von einer Butterwoche bis zur anderen herumgefahren.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,325-327,1916–1918,Ner-mə̑tšaš,Vysokovo,56.250556,46.518611,song,"sarə̑ jažo limeškə̈žə̈, mə̑tə̑k xuda lišäš ə̑l'ə̑, ",NA,"Statt ein blonder [und] schöner Bursche zu sein, Wäre ich lieber klein und hässlich,",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,325-327,1916–1918,Ner-mə̑tšaš,Vysokovo,56.250556,46.518611,song,vätə̈ sagaok ə̈lə̈šäš ə̑l'ə̑,NA,"Und würde lieber mit meiner Frau leben, Und würde lieber mit meiner Frau leben. ",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,325-327,1916–1918,Ner-mə̑tšaš,Vysokovo,56.250556,46.518611,song,"Saltak vätə̈ limeškə̈žə̈, saltak vätə̈ limeškə̈žə̈, moren igə̈ lišäš ə̑l'ə̑, oxotn'ə̑kə̑m pižə̈ kə̑čə̑žə̑ ə̑l'ə̑. ",NA,"Statt die Frau eines Soldates zu sein, Statt die Frau eines Soldates zu sein, Wäre ich lieber ein kleiner Hase, Und es soll mich lieber der Hund des Jägers fangen.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Beke 1951,342-343,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,"nə̈ll-ik morkoan tavak mešäkšə̈, nə̈ll-ik morkoan tavak mešäkšə̈, külän pušašlə̑k mašanedä.",NA,"[Ein] Tabakbeutel mit einundvierzig Fransen, [Ein] Tabakbeutel mit einundvierzig Fransen, Was denkt ihr, wem soll ich ihn geben?",NA,šašlə̑k,,predicate,modal,V,necessity,,,0,yes,no,,,not counted,,
Beke 1951,342-343,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,jaratə̑m mlojeclän pušašlə̑k,NA,Ich muss ihm meinem Geliebten geben.,NA,šašlə̑k,,predicate,modal,V,necessity,,,0,no,no,,,not counted,,
Beke 1951,344-345,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,iktə̈tšə̈län pukšə̑šaš vesə̈žə̈ šə̈deškä. ,NA,"Man soll [nur] dem einen geben,
[Aber dann] wird der andere böse.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Beke 1951,344-345,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,jaratə̑mžə̑lan pukšə̑šaš molə̑žə̑ šə̈deškä,NA,"Man soll [nur] dem Geliebten geben,
[Aber dann] werden die übrigen böse.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Beke 1951,345,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,"sə̑kə̑ržat uke, lemžät uke, tokə̑nažat kiäš keleš",NA,"Wir haben kein Brot, wir haben keine Suppe, Wir müssen nach Hause gehen.",NA,keläš,,predicate,modal,V,necessity,,,0,no,no,,,not counted,,
